192.168.1.95.53418 > 91.189.94.4.123 48
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1184
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1460
112.47.20.159.80 > 192.168.1.95.50360 32
192.168.1.95.50360 > 112.47.20.159.80 329
112.51.125.225.80 > 192.168.1.95.41790 1013
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2686
112.47.20.159.80 > 192.168.1.95.50356 1972
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1047
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41788 2648
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 1192
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41788 2644
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 1192
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41788 2644
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 1192
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41788 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 167
112.47.20.159.80 > 192.168.1.95.50352 751
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1212
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 932
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 932
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2660
112.47.20.159.80 > 192.168.1.95.50350 1176
112.47.20.159.80 > 192.168.1.95.50350 1959
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2987
192.168.1.95.50350 > 112.47.20.159.80 342
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2065
192.168.1.95.41788 > 112.51.125.225.80 296
192.168.1.95.50396 > 112.47.20.159.80 345
192.168.1.95.50394 > 112.47.20.159.80 351
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50350 1072
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.50390 > 112.47.20.159.80 319
112.47.20.159.80 > 192.168.1.95.50396 2008
112.51.125.225.80 > 192.168.1.95.41788 4115
112.51.125.225.80 > 192.168.1.95.41788 2015
112.47.20.159.80 > 192.168.1.95.50394 1265
192.168.1.95.41784 > 112.51.125.225.80 425
192.168.1.95.56354 > 60.205.84.146.80 284
192.168.1.95.56352 > 60.205.84.146.80 283
192.168.1.95.56350 > 60.205.84.146.80 283
192.168.1.95.56348 > 60.205.84.146.80 282
192.168.1.95.50350 > 112.47.20.159.80 342
192.168.1.95.50360 > 112.47.20.159.80 342
112.47.20.159.80 > 192.168.1.95.50390 1371
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.41848 > 112.51.125.225.80 307
112.47.20.159.80 > 192.168.1.95.50390 1452
112.51.125.225.80 > 192.168.1.95.41784 1190
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.50354 > 112.47.20.159.80 342
112.47.20.159.80 > 192.168.1.95.50350 1070
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1182
112.47.20.159.80 > 192.168.1.95.50390 1452
192.168.1.95.50350 > 112.47.20.159.80 342
112.51.125.225.80 > 192.168.1.95.41848 1452
112.51.125.225.80 > 192.168.1.95.41848 1452
112.51.125.225.80 > 192.168.1.95.41848 1213
112.51.125.225.80 > 192.168.1.95.41848 1452
192.168.1.95.50390 > 112.47.20.159.80 346
112.51.125.225.80 > 192.168.1.95.41848 2761
60.205.84.146.80 > 192.168.1.95.56354 544
60.205.84.146.80 > 192.168.1.95.56354 20
192.168.1.95.50396 > 112.47.20.159.80 306
60.205.84.146.80 > 192.168.1.95.56348 538
60.205.84.146.80 > 192.168.1.95.56348 1320
60.205.84.146.80 > 192.168.1.95.56352 544
60.205.84.146.80 > 192.168.1.95.56352 20
60.205.84.146.80 > 192.168.1.95.56350 544
60.205.84.146.80 > 192.168.1.95.56350 20
112.47.20.159.80 > 192.168.1.95.50354 2683
112.47.20.159.80 > 192.168.1.95.50350 2715
112.47.20.159.80 > 192.168.1.95.50396 512
192.168.1.95.50350 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50390 514
192.168.1.95.50360 > 112.47.20.159.80 342
192.168.1.95.50354 > 112.47.20.159.80 342
192.168.1.95.50352 > 112.47.20.159.80 342
192.168.1.95.50358 > 112.47.20.159.80 342
192.168.1.95.50356 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1234
112.47.20.159.80 > 192.168.1.95.50350 229
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50350 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50360 1184
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1350
112.47.20.159.80 > 192.168.1.95.50356 1452
192.168.1.95.50360 > 112.47.20.159.80 343
192.168.1.95.50354 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50356 1307
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50356 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50352 1301
112.47.20.159.80 > 192.168.1.95.50358 1237
112.47.20.159.80 > 192.168.1.95.50350 1138
112.47.20.159.80 > 192.168.1.95.50360 1505
112.47.20.159.80 > 192.168.1.95.50354 1241
112.47.20.159.80 > 192.168.1.95.50356 2650
112.47.20.159.80 > 192.168.1.95.50390 514
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50360 > 112.47.20.159.80 343
192.168.1.95.50358 > 112.47.20.159.80 340
192.168.1.95.50350 > 112.47.20.159.80 341
192.168.1.95.50352 > 112.47.20.159.80 341
192.168.1.95.50356 > 112.47.20.159.80 340
192.168.1.95.50354 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50350 1138
112.47.20.159.80 > 192.168.1.95.50360 53
112.47.20.159.80 > 192.168.1.95.50356 1198
112.47.20.159.80 > 192.168.1.95.50354 1241
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50360 1303
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50360 > 112.47.20.159.80 361
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1234
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 4096
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1499
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 1234
112.47.20.159.80 > 192.168.1.95.50354 1397
192.168.1.95.50350 > 112.47.20.159.80 334
192.168.1.95.50354 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 1236
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 932
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 5808
112.47.20.159.80 > 192.168.1.95.50356 932
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2644
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50352 1233
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 1192
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2644
112.47.20.159.80 > 192.168.1.95.50360 1468
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2644
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1192
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50352 1192
112.47.20.159.80 > 192.168.1.95.50360 1235
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50360 1966
112.47.20.159.80 > 192.168.1.95.50358 1236
192.168.1.95.50360 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 381
112.47.20.159.80 > 192.168.1.95.50354 1452
192.168.1.95.50350 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50354 402
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50356 1452
192.168.1.95.50354 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50356 1822
192.168.1.95.50356 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 420
192.168.1.95.50360 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 429
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.50352 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1860
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50350 > 112.47.20.159.80 334
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 413
192.168.1.95.50354 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 370
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50360 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50350 3270
192.168.1.95.50350 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50356 3224
192.168.1.95.50356 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50352 404
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50352 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1781
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.50360 > 112.47.20.159.80 335
112.47.20.159.80 > 192.168.1.95.50350 1882
112.47.20.159.80 > 192.168.1.95.50354 1452
192.168.1.95.50350 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50354 1885
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50354 > 112.47.20.159.80 421
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50356 1468
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 314
192.168.1.95.50356 > 112.47.20.159.80 420
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1776
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50360 > 112.47.20.159.80 304
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1752
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50350 > 112.47.20.159.80 421
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 664
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50354 896
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50352 > 112.47.20.159.80 310
112.47.20.159.80 > 192.168.1.95.50356 513
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 840
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 2124
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50350 506
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50352 2685
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 3180
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
192.168.1.95.50350 > 112.47.20.159.80 413
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50360 > 112.47.20.159.80 408
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
192.168.1.95.50354 > 112.47.20.159.80 413
192.168.1.95.50356 > 112.47.20.159.80 416
192.168.1.95.50352 > 112.47.20.159.80 412
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 559
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50360 519
112.47.20.159.80 > 192.168.1.95.50358 2904
192.168.1.95.50350 > 112.47.20.159.80 412
192.168.1.95.50360 > 112.47.20.159.80 412
192.168.1.95.51560 > 39.105.153.200.80 789
112.47.20.159.80 > 192.168.1.95.50358 1393
112.47.20.159.80 > 192.168.1.95.50354 994
192.168.1.95.50358 > 112.47.20.159.80 429
192.168.1.95.50354 > 112.47.20.159.80 420
112.47.20.159.80 > 192.168.1.95.50356 3340
192.168.1.95.50356 > 112.47.20.159.80 426
112.47.20.159.80 > 192.168.1.95.50352 1099
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50352 > 112.47.20.159.80 424
112.47.20.159.80 > 192.168.1.95.50350 3936
112.47.20.159.80 > 192.168.1.95.50360 1441
112.47.20.159.80 > 192.168.1.95.50354 8
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 264
112.47.20.159.80 > 192.168.1.95.50356 54
112.47.20.159.80 > 192.168.1.95.50358 803
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2694
112.47.20.159.80 > 192.168.1.95.50356 1452
192.168.1.95.50360 > 112.47.20.159.80 423
192.168.1.95.50358 > 112.47.20.159.80 423
192.168.1.95.50350 > 112.47.20.159.80 425
192.168.1.95.50352 > 112.47.20.159.80 426
192.168.1.95.50356 > 112.47.20.159.80 346
192.168.1.95.50354 > 112.47.20.159.80 426
112.47.20.159.80 > 192.168.1.95.50360 914
39.105.153.200.80 > 192.168.1.95.51560 303
112.47.20.159.80 > 192.168.1.95.50350 1422
192.168.1.95.50360 > 112.47.20.159.80 426
192.168.1.95.50350 > 112.47.20.159.80 420
192.168.1.95.50390 > 112.47.20.159.80 427
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50354 2299
112.47.20.159.80 > 192.168.1.95.50356 96
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50352 1418
112.47.20.159.80 > 192.168.1.95.50358 900
192.168.1.95.50356 > 112.47.20.159.80 427
192.168.1.95.50354 > 112.47.20.159.80 427
192.168.1.95.50358 > 112.47.20.159.80 428
192.168.1.95.50352 > 112.47.20.159.80 423
112.47.20.159.80 > 192.168.1.95.50360 1003
112.47.20.159.80 > 192.168.1.95.50350 1510
192.168.1.95.50360 > 112.47.20.159.80 427
192.168.1.95.50350 > 112.47.20.159.80 425
112.47.20.159.80 > 192.168.1.95.50390 655
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 592
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 18
112.47.20.159.80 > 192.168.1.95.50358 27
112.47.20.159.80 > 192.168.1.95.50354 1452
192.168.1.95.50356 > 112.47.20.159.80 426
192.168.1.95.50354 > 112.47.20.159.80 451
112.47.20.159.80 > 192.168.1.95.50352 8
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50390 > 112.47.20.159.80 349
192.168.1.95.50358 > 112.47.20.159.80 448
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1242
112.47.20.159.80 > 192.168.1.95.50352 1176
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50360 2685
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50350 1427
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50350 > 112.47.20.159.80 343
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 759
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50390 517
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 1381
112.47.20.159.80 > 192.168.1.95.50354 1653
192.168.1.95.50360 > 112.47.20.159.80 310
192.168.1.95.50356 > 112.47.20.159.80 422
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50354 > 112.47.20.159.80 422
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50350 2834
192.168.1.95.50350 > 112.47.20.159.80 424
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 3052
112.47.20.159.80 > 192.168.1.95.50358 464
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1233
112.47.20.159.80 > 192.168.1.95.50360 4096
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
